sentence,label
Dziś Polska nie jest równo rozwinięta.,FNR
"Więc protestują wszyscy, a to jest dopiero pierwszy krok, bo jeżeli jest ten cel, żeby do 2050 być neutralnym klimatycznie, a do 2040 obniżyć emisje CO2 o 90%, to trzeba będzie po drodze zabić rolnictwo, trzeba będzie zwiększyć koszty życia, remontować domy, mieszkania.",FR
"Po prostu na pewnym etapie, na trzy dni przed złożeniem tych wniosków, jeszcze one były niekompletne, na dzień przed spływały jeszcze bądź były zmieniane z zakresu 30%.",FNR
"Dziękuję pani marszałek senatu, trzeciej osobie w państwie.",NF
"Deweloperzy szczególnie odczuwają to, że ceny materiałów budowlanych spadają.",FR
"Chcę powiedzieć, że po wygranych wyborach będę pilnował, żeby nikomu do głowy nie przyszło podwyższanie wieku emerytalnego.",NF
Spółka złożyła wniosek o pół miliarda euro środków z tego instrumentu.,FR
"Ten model rynkowy, coraz bardziej spekulacyjny, w którym, w tym momencie, ponad połowa mieszkań jest kupowanych nie w celu mieszkania w nich przez osoby, które je kupują.",FR
"Nasze miasto, według niezależnych rankingów, jest czwartym miastem w Europie pod względem jakości życia i to ocenianym przez samych mieszkańców.",FR
"Zostało kupione, nabyte przez spółkę, o ile dobrze pamiętam, 1 200 albo 1 300 ha, w sumie z 8 tys., które zaplanowane było zarówno na lotnisko, jak i na inwestycje towarzyszące.",FR
"Więc jeśli możemy taką prohibicją zdjąć im część tego ciężaru, to to jest tylko doskonała wiadomość dla nas wszystkich.",NF
"Chciałbym powiedzieć, że budowanie takiego obrazu, że jak kogoś stać na kupienie sobie drugiego albo trzeciego mieszkania, to na pewno jest nierobem, który nic nie robi, to nie.",NF
"W takim przedszkolu byłem na dniach otwartych teraz na Złotnikach, na Dębickiej wybudowaliśmy przedszkole.",FNR
Zajmuje również 1. miejsce pod względem udziału terenów zieleni w ogólnej powierzchni miasta.,FR
"Są badania, które pokazują, że młodzi Polacy – ci w szkołach podstawowych – zdecydowanie bardziej rozwijają swoje kompetencje cyfrowe dzięki Laboratoriom Przyszłości.",FR
"No, jest rzeczywiście rzeczą kuriozalną, że w Warszawie jest sześć razy więcej sklepów monopolowych niż w całej Szwecji.",FR
"Na szczęście nie musiałem się nad tym zastanawiać, byłem wielkim zwolennikiem zawieszenia Grzegorza Brauna.",NF
"Oczywiście w tej strefie, bo to też jest bardzo często pomijane, dojście do tego pełnego zakazu jest w kilkunastu krokach.",FNR
"Takie najważniejsze moje osiągnięcia w poprzedniej kadencji rady miejskiej to przede wszystkim doprowadzenie do tego, że nie 70-, tylko 65-latkowie, we Wrocławiu, jeżdżą komunikacją miejską bezpłatnie.",FR
"Oczywiście było planowane, natomiast myśmy to zrobili, to się udało.",FNR
A transport publiczny dla naszych dzieciaków będzie po prostu darmowy.,FNR
"W ciągu 4 lat kadencji wybudowano mniej niż 1 000 mieszkań, łącznie czynszowych i komunalnych.",FR
"O tym, czy, wie pan, ileś lat temu, cztery, pięć już prawie, pojechałem do Grzegorza Brauna zaprosić go do Konfederacji.",FNR
"Tak, bo oczywiście mówimy tutaj o prohibicji nocnej, przede wszystkim, czyli ograniczenie działalności sklepów z alkoholem.",FNR
"Więc po co wprowadzać rozwiązanie, które zostało już sprawdzone kilkukrotnie i nigdy nie zadziałało?",NF
"Co ciekawsze, w tym momencie te nieruchomości, które są własnością spółki, powinny być pilnowane, żeby nie doszło do żadnego ewentualnego jakiegoś nieszczęścia.",NF
Pierwsza grupa postulatów to postulaty dla wspólnoty.,FNR
"Wtedy z całą pewnością mieliśmy synergię naszych elektoratów, mieliśmy synergię naszych działań, i musimy się wspólnie zastanowić, czy ona dalej istnieje.",FNR
"Ja rozumiem, ale to jest zupełnie inny moment rozwoju społeczności.",NF
"Ale panowie, dobrze, bo ja zadałem pewne pytanie i panowie poszli zupełnie w inną stronę.",NF
"Więc krytykowanie dzisiaj, że ktoś będzie jeździł do centrum za pomocą metra dłużej niż dzisiaj jeździ autobusem i dłużej niż jeździłby tramwajem, który został wycięty z listy inwestycji, no, nie.",FNR
"Czyli my drugie pół mięsa wieprzowego musimy kupować, chociażby z Hiszpanii .",FR
Rozpoczęliśmy już przygotowanie do projektu przedłużenia Drogi Królewskiej.,FNR
"Ale wracając, państwo powinno interweniować tylko w kilku warunkach.",NF
"No to co z tą prohibicją w nocy, wprowadzamy czy nie?",NF
W tej chwili tego drewna niestety brakuje.,FR
"Czy w interesie polskim działały służby specjalne, podsłuchując, jak pisze Onet, pana prezesa Obajtka i nagrywając rozmowy telefoniczne?",NF
A lasy trzeba chronić lasy trzeba chronić.,NF
"Nie macie zielonego pojęcia, jak to działa.",NF
"No, dlatego znowu wracamy do tego, że najważniejsze jest zdanie mieszkańców, ale też w pewien sposób dostrzeżenie tego problemu całościowo.",NF
"Zostało kupione, o ile dobrze pamiętam, 1200 albo 1300 hektarów w sumie z 8 tysięcy, które za tak jakby zaplanowane było zarówno na lotnisko jak na inwestycje towarzyszące.",FR
"MATEUSZ MORAWIECKI, ZJEDNOCZONA PRAWICA: Zacznę od takiego pytania do Donalda Tuska.",NF
Ale w takim Szydłowcu na przykład 20% i z tym też coś trzeba zrobić.,FNR
"Po to, żeby ona znowu zaczęła służyć mieszkańcom, a nie, żeby mieszkańcom narzucała swoje rozwiązania, które zwykle są chybione, bo są to pewnego rodzaju eksperymenty.",FNR
"I tu się akurat zgadzam z aktywistami miejskimi, że rzeczywiście i dla bezpieczeństwa, też sam tego doświadczyłem.",NF
"W Toruniu wtedy byłem, a na klubie nie głosujemy zdalnie.",FNR
"I też, powiedzmy sobie uczciwie, że ten okres przejściowy będzie powodował to, że część tych samochodów, które dzisiaj jeszcze nie kwalifikują się do tego, żeby do tej strefy wjechać za te kilka lat, kiedy już faktycznie nie będą mogły wjechać, będą miały kilkanaście lat i pewnie zostaną już przez właścicieli wymienione, dlatego że nie ma tutaj ucieczki.",FNR
"Nie powinno to też tak wyglądać, i taka rozbuchana administracja też mam poczucie, że niczemu dobremu nie służy.",NF
"My tą pigułkę czy tam tabletkę dzień po, która może być szkodliwa dla organizmu, tak, która nie była badana, na 15-16 latkę, która według producenta nie powinna być zażywana przez ludzi poniżej 18 roku życia, nagle polskie państwo mówi 15-latkom, jedzcie, możecie, nie ograniczajcie się.",FR
"Mam nadzieję, że niebawem, mam nadzieję, że niebawem ruszy przebudowa jednego z obiektów, który właśnie we współpracy z panem marszałkiem będzie temu celowi służył.",NF
"Dziękuję wam za ten nieustający dialog, w którym właśnie z trzecim sektorem, z organizacjami pozarządowymi jesteśmy.",NF
"W momencie, gdy na Ukrainie mamy wojnę, gdy mamy taką wielką korupcję, to ten system jest systemem niebezpiecznym.",FR
"Polska potrzebuje uczciwej debaty na temat tego, skąd mają się wziąć pieniądze, za które będziemy otrzymywali emeryturę.",NF
"Wynika to z propozycji zmian programowych nauczania historii w szkołach podstawowych, z propozycji ministerstwa edukacji w nowym rządzie.",FR
"A może, żeby zachęcić mieszkańców do porzucenia samochodów, zostawienia tych samochodów w domach, może warto wprowadzić bezpłatną komunikację miejską?",NF
I teraz prezydent nie ma inwentaryzacji tego zasobu.,FNR
"Jest tutaj dwóch posłów, jest też Jan Śpiewak, działacz miejski i jest praktyk tego rynku.",NF
"A potem mają wymarłe centra, z turystykowanymi centrami miasta.",NF
"To nie jest kryzys, to jest rezultat działań państw europejskich.",FNR
One są o kilkaset złotych mniejsze niż 1 500 do wynagrodzenia zasadniczego.,FR
"Tak były, one były planowane i ten projekt alei Wielkiej Wyspy był planowany, panie redaktorze, już w Breslau, tylko że ani realizacja rozpoczęła się za poprzedniego prezydenta, ani w PRL-u, ani w okresie, kiedy urzędowali poprzedni prezydenci, nie zostało to wybudowane.",FR
Bo nie chcą mieć akurat tego autobusu tuż przed swoimi oknami.,NF
Co do migracji – to słowo oznacza dziś największy skandal.,NF
Dzisiaj deweloperzy mają czterdziestoprocentowe marże.,FR
Jeden zakładał tłumienie inflacji kosztem spowolnienia gospodarki i w konsekwencji wzrostu bezrobocia.,FR
"Od razu, strefa budżetowa – 20 proc.",NF
"My odzyskaliśmy bardzo wiele firm dla Polski, mamy niezależność energetyczną od Rosji, Baltic pipe.",FR
Oni się wtedy z nas śmiali .,FNR
"A my mamy lidera obozu rządzącego Kaczyńskiego, który ucieka od premierostwa i zasłania się Mateuszem Morawieckim, który uciekł z rządu po wybuchu wojny w Ukrainie, który tchórzliwie zrzuca winę na generałów, policjantów, którzy odpalają granatniki we własnych gabinetach.",FNR
Konsultacje społeczne w mieście stołecznym Warszawa nie tylko o tych konsultacjach.,NF
Przecież do Europy wjeżdża zboże rosyjskie.,FR
Zawsze to był prawnik.,FNR
"Zbudowało to w warunkach wojennych być może ustabilizowanie cen, bo to były ceny z 1914 roku, ale przez 5 lat budownictwo w Polsce było totalnie zaniedbane i dodatkowo rodziło się najwięcej dzieci pomimo takich braków mieszkaniowych.",FNR
"No dobrze, są takie badania różne z różnych stron, że połowa prawie Polaków mówi, żeby jednak zostawić te prace domowe.",FR
"Dlatego też ta strefa jest tak pomyślana, żebyśmy stopniowo dochodzili do standardów, które obowiązują, jak pan radny wspomniał, w miastach zachodnich.",FNR
"Dlatego, że to jest ograniczenie, które nie jest możliwe do wprowadzenia.",FNR
"Albo się temu przeciwstawimy, albo za niedługo obywatele wolnej i ponoć demokratycznej Europy będą aresztowani za hodowlę koperku na balkonie.",FR
"To nie jest model, o który nam chodzi.",NF
"No, w Warszawie limitów nie mamy, tylko i wyłącznie jeżeli chodzi o kawiarnie i bary.",FNR
"Tutaj pewnie przydałoby się tych, tych stanowisk zdecydowanie, zdecydowanie po prostu mniej.",NF
"To bardzo ważne, żebyśmy tę wspólnotę budowali takimi prostymi codziennymi działaniami, czynnościami, ale właśnie blisko mieszkańców.",NF
"Gdy myśmy rządzili, to tranzyt przez Polskę był konwojowany.",FR
"Okazało się, że również prognozy się myliły i jeździło tam więcej pasażerów niż zakładały prognozy.",FR
"Państwo powinno oferować wybór w tym, żeby była realna alternatywa dla rynku komercyjnego w postaci publicznego budownictwa.",NF
"No, już wielokrotnie było podejmowane taki trochę kuriozalny problem, że alkohol przede wszystkim w nocy można kupić gdzieś na stacjach benzynowych, do których w ogóle nie powinniśmy się zbliżać.",FNR
W tej chwili jest wstrzymany program.,FNR
"W zeszłym roku wprowadziła ok. 0,5 mln ton cukru.",FR
"Rozumiem, że zjada pan śniadanie nieco później niż o 7:00 rano?",NF
"Dziękuję parlamentarzystkom, dziękuję pani wojewodzie.",NF
Publiczne zawieszenie czy wyrzucenie?,NF
"W ciągu pierwszego miesiąca naszego rządzenia udało się podnieść wynagrodzenia nauczycieli w takim stopniu, jakim PiS-owi zajęło to 8 lat.",FR
"Jak wiemy, doświadczenia są z różnych miast Polski, przede wszystkim mamy te doświadczenia krakowskie, które jest miastem typowo turystycznym i ma też problem nie tylko z lokalnym problemem, ale też problem z zagranicznymi turystami i spożywaniem przez nich alkoholu.",FNR
"Przez 8 lat Orlen zarobił, między ’08 a ’15: 2 mld 900 mln.",FR
"Jeśli możemy tutaj przyczynić się do większego bezpieczeństwa i zdrowia publicznego, to my jako lewica to absolutnie popieramy.",NF
"Wreszcie, dziękuję moim bliskim, którzy tutaj dzisiaj są.",NF
Ale wtedy zboże na pewno w tranzycie przejeżdżało.,FR
"Pan prezydent dotychczasowy obiecał, że wkopie łopatę w trzecią linię.",FNR
"Ale ze względu na super szybkie transakcje, które dokonują się ze względu na to, że kapitalizm opiera się też na chciwości, może to jest inwestycja.",NF
"I powiem tak, wy w opinii specjalistów departamentu programów infrastrukturalnych w ministerstwie funduszy i polityki regionalnej, bo do tych specjalistów wszystkie polskie projekty, które są składane w kolejnych konkursach czy w kolejnych naborach, spływają oraz centrum unijnych programów transportowych.",FNR
Wtedy ceny mieszkań także na rynku komercyjnym będą niższe.,NF
"Dzisiaj w spółce jest prowadzona kontrola przez Najwyższą Izbę Kontroli tego projektu, tego programu, programu dobrowolnych nabyć, bo są wątpliwości co do wycen, choćby, że one zostały zaniżone.",FNR
"Myślę, że osoby, które robią to w sposób nie taki nadmierny, to będą mogły ograniczyć się właśnie do tej godziny 22, jak jest w proponowanym tutaj projekcie.",FNR
"Mówię nawet również o opozycji, o dzisiejszą koalicję.",NF
Bo chciałbym najpierw porozmawiać o państwie.,NF
"Ale najbardziej marzy mi się, żebym widziała aktywne gdańszczanki i aktywnych gdańszczan każdego dnia, zależnie od wieku.",NF
"Musimy sobie z Grzegorzem Braunem usiąść i zastanowić się, gdzie my chcemy być za rok, jakie mamy cele, jakie mamy ambicje, jakimi metodami chcemy je osiągnąć i zobaczyć, czy te cele, ambicje są ze sobą zbieżne, bo być może nie są.",NF
"Dziś protesty, w sobotę rozmowy z premierem.",FNR
"Natomiast, gdyby rzetelnie i szeroko przeprowadzić konsultacje społeczne, to jest najlepsza droga do podejmowania decyzji.",NF
"Co do elektrowni jądrowej, ciągle nie mamy określonej struktury własnościowej.",FR
Drugi wybrany przez opcję rządzącą zakładał ochronę miejsc pracy i wysokości dochodów pracowników kosztem wolniejszej redukcji inflacji.,FR
"Panie redaktorze, no przecież widzimy, że rząd co innego mówił w kampanii, a co innego robi teraz.",FNR
"Ale samorząd odpowiada za kreowanie polityki, po pierwsze, plany zagospodarowania przestrzennego, tam gdzie są mieszkania, gdzie są usługi, gdzie jest przemysł, gdzie są tereny zielone.",NF
"Chciałbym mieć tam działkę, że mnie tak wywłaszczali szczerze mówiąc.",NF
"Tak, natomiast czy z czym się zgadzam, że znowu wyszliśmy na wariatów?",NF
To jest ciężka i trudna praca obarczona sporym ryzykiem.,NF
"Nigdy nie byliśmy w jednej partii, czy nigdy nie byliśmy w jednym obozie politycznym, no nie było sposobności.",FR
"Nie powiedziałem, że będę go edukował albo reedukował, tylko że będę z nim rozmawiał.",FNR
Wnioski na dwa odcinki kolei dużych prędkości.,FNR
"Tak, tak odpowiada nasz gość, czekamy na państwa opinię, zapraszam na radio z.pl.",NF
"Złożyła na dwa projekty, czyli dokumentację na linię, Sieradz z Poznaniem, dokumentację projektową dla linii kolejowej Sieradz Poznań oraz dofinansowanie w wysokości 85% kosztów inwestycji budowy tunelu dużych prędkości kolei dużych prędkości.",FNR
Więc miasto tutaj też powinno się wsłuchać w te problemy.,NF
"Bardzo ważna linia, która pozwoli nam ominąć serce Gdańska i skrócić drogę.",NF
"90 nowych autobusów, które będą jeździły pomiędzy gminami sąsiadującymi terenu aglomeracji a Wrocławiem.",FNR
"Ja rozumiem, że konsultacje są konieczne, ale przede wszystkim przedstawić swoje pomysły na Oświęcim.",NF
No i teraz Grzegorz Braun został odwieszony.,FNR
"72,5% przypadków przemocy dotyczy kobiet.",FR
"Czy też uznać, że chcemy poszerzyć elektorat, a Grzegorz Braun go raczej nam zawęża i dlatego pozbądźmy się go?",NF
"Bo przypominam, że fetyszyzujemy metro, a tak naprawdę ponad połowa podróży w warszawskim transportie publicznym to są podróże autobusami.",FR
"Więc jest też system, który zachęca do tego, żeby tego samochodu do Warszawy nie zabierać.",FNR
"Dodatkowo, badania pokazują, i to nie tylko polskie, ale również międzynarodowe, pokazują dość jasno, że skutek prac domowych, jeśli chodzi o efekt kształcenia, wyników testów różnych międzynarodowych, jest znikomy.",FR
"Trzeba nagradzać tym pracujących, nie chcemy dawać danin do ręki.",NF
"No, nie możemy z dnia na dzień powiedzieć, że ludzie mają wyrzucić swoje samochody umownie do kosza i nie wjeżdżać do centrum.",NF
"Przy starszych dzieciach ten skutek jakiś już jest, w związku z tym dla szkół ponadpodstawowych sytuacja pozostaje bez zmian.",FR
"Dane osoby są sprawdzane pod najróżniejszym względem, także pod względem karalności.",FR
"W ramach Nowego Ładu, czyli tak naprawdę dzielonych pieniędzy przez Prawo i Sprawiedliwość, przez wojewodę, ale też powinni mieć na to wpływ lokalni politycy Prawa i Sprawiedliwości.",FNR
"Bo mamy chociażby budowane w tej chwili przez miasta ościennymi szereg parkingów park and ride przy stacjach kolejowych, tak aby ci ludzie, no, moja własna siostra mieszkająca pod Warszawą, codziennie zostawia swój samochód przy stacji kolejowej w Legionowie i przyjeżdża do Warszawy pociągiem.",FNR
Którą z tych koncepcji zamierzają Państwo realizować w nadchodzącej kadencji?,NF
"Myśmy przeznaczyli w zeszłym roku ponad 10 miliardów, a w sumie 15 miliardów i w tej chwili do czerwca jest jeszcze możliwość skorzystania z tego mechanizmu, oczywiście ze środków krajowych, ale z mechanizmu wojennego, tak zwanego.",FR
"Co ciekawsze, powinna się nie powinna tego robić.",NF
Polscy rolnicy stosują znacznie mniej pestycydów niż ukraińscy czy zachodnioeuropejscy.,FR
"Otóż budżet wszystkich państw europejskich, Unii Europejskiej, na obronność jest, nawet nie sięga połowy budżetu Stanów Zjednoczonych przeznaczonych na obronność.",FR
"Ukraina produkuje ponad 60 mln ton, z tego połowa to jest kukurydza.",FR
Przy czym jest to takie zjawisko przy młodszych dzieciach.,FR
"Wcześniej ekonomiści spodziewali się, że rząd przedłuży obowiązywanie zerowej stawki o kolejny kwartał z powodu wyborów samorządowych, ponieważ pierwsza tura wyborów wypada 7 kwietnia.",FNR
"Tak chyba też się zgodzimy, mam nadzieję, że tutaj Polska liberalna wyższe niż podatki od kapitału no jest czymś absolutnie skandalicznym ale też popieram obniżenie opodatkowania pracy poniżej obecnego.",NF
"Przez 8 lat PiS podniósł wynagrodzenia nauczycieli o tyle, o ile my podnosimy w trakcie pierwszego miesiąca.",FR
Lewica głosowała przeciw podniesieniu wieku emerytalnego.,FR
Tutaj się zgadzam z za wprowadzeniem takiej prohibicji.,NF
"No i o tych pomysłach na Warszawę już teraz porozmawiamy, bo jednym z takich pomysłów jest, na przykład, nocna prohibicja, czyli zakaz sprzedaży alkoholu w nocy.",NF
"I to gaśnica, znaczy samo gaszenie świec hanukowych to jedno, ale on tą gaśnicą potraktował również panią, tak jak to widzieliśmy.",FR
"Mi się wydaje, że zamiast tych ideologicznych zakazów powinno się rzeczywiście dbać o kliny napowietrzające, żeby były w planach zagospodarowania przestrzennego, o więcej terenów zielonych, o ścieżki rowerowe, o zlikwidowanie kopciuchów.",NF
"Wiemy, że w Warszawie nie zawsze wygląda to tak kolorowo, chociażby kwestie pewnych ideologicznych projektów, walki z kierowcami i przeprowadzanie wokół nich dyskusji, chociażby wokół strefy czystego transportu, czyli strefy wykluczenia komunikacyjnego.",NF
To jest fejk.,FR
"Natomiast jeżeli chodzi o kwestie finansowe, bezpieczeństwo samych inwestorów - jest to poza nami.",FR
Jeśli mamy erupcję wulkanu i jest dużo więcej tej emisji niż z całego przemysłu.,FR
"Fajne było to, że rodzice, dzieci, mieszkańcy korzystali też z tej infrastruktury zewnętrznej, sportowej, przyszkolnej, bo też o to chodzi.",FNR
"Więc oczywiście jest to kwestia też dyskusji na temat ilości zezwoleń, które miasto może wydawać.",NF
"Teraz w TVP, ośmiu latach kłamstw na mój temat, dostałem 7 minut, które chcę wykorzystać, by powiedzieć prawdę.",FNR
Mówiła o tym także pięknie Bożena Rybicka Grzywaczewska.,NF
"Panie redaktorze, ale nie mam pojęcia z czego, radni koalicji obywatelskiej na sesji, na której głosowaliśmy tę strefę, zadbali o to, żeby została ona okrojona do absolutnego minimum.",FR
"W Warszawie, według spisu powszechnego, mamy 2000 pustostanów.",FR
"Dużo, ale dokładnej liczby nie znam.",NF
"Pan minister Domański, pan premier Tusk, przede wszystkim dodali pieniądze Kancelarii Premiera, czyli premierowi Tuskowi.",FR
"Po decyzji o składce zdrowotnej, której nie można odliczyć od podatku, polskie emerytki i emeryci dużo stracili.",FR
"Platforma rzeczywiście obiecywała to w kampanii, a wciąż mamy takie okolice, gdzie tych kopciuchów jest bardzo dużo i nie ma solidnego dofinansowania miasta.",FR
Podobno hodowanie szczypiorku w prywatnym ogródku czy na własnym balkonie jest szkodliwe dla planety i wpływa na ocieplenie klimatu.,FR
27% nie doczeka 65 lat i prawa do wypracowanej emerytury.,FR
"I co więcej, miasta bardzo chętnie to zachęcają do tego, tak, bo widzą w tym jakąś korzyść.",FNR
"No, po to wybieramy, panie redaktorze.",NF
"Patrzcie na lekcję, jaką daje nam dzisiaj Bliski Wschód.",NF
"Polska jest jedynym krajem, który nie może eksportować do krajów Unii Europejskiej, nie może wywozić ziemniaków.",FR
Więc możemy podpytać naszych kolegów samorządowców z innych miast i przede wszystkim zapytać o zdanie warszawiaków.,NF
"Przedsiębiorcy twierdzą, że czasem nie chcieliby odprowadzać składek lub odprowadzać niższe, bo sami o siebie zadbają.",FNR
"I znowu dostaję pytanie o to, żeby bronić rządu, w którym nie jestem.",NF
"Uważam więc, że to jest ogromna hipokryzja z ich strony.",NF
"Mało tego, Rzecznik Praw Obywatelskich także zwracał na to uwagę i też podkreśla to, że pushbacki, wypychanie ludzi poza granicę, jest niezgodne z prawem międzynarodowym, nie powinno mieć miejsca.",FR
Jakoś ceny mieszkań nie spadają.,FR
"Nie, ale zupełnie szczerze, nie, bo teraz jeżeli ktoś mówi dane w sposób tak naiwny i niemądry, to trzeba to jednak skontrować.",NF
W większości supermarketów w Polsce już nie kupimy innych jajek niż te z wolnego wybiegu.,FR
Więc — Trzecia Droga albo trzecia kadencja PiS.,NF
"Za rządów PiS-u kolejki zrobiły się jeszcze dłuższe, a do niektórych specjalistów wydłużyły się dwukrotnie.",FR
Przecież tramwaje się już właściwie nie wykolejają.,FR
"Oczywiście drzew i innych roślin przybywa więcej, ponieważ w zazielenianiu miasta aktywnie uczestniczą także firmy i osoby prywatne.",FNR
"Oni obiecywali, ale w tej chwili nie robią nic, nie tylko, że nie blokują, ale myślą o systemie, który będzie dla nas systemem niebezpiecznym dla polskiego rolnika.",FNR
O czym chciałby pan z nim rozmawiać?,NF
"Jeżeli są podstawy, niech nagrywają.",NF
Przy okazji walki z inflacją prezentowane były dwa sprzeczne poglądy.,FNR
"Jeżeli ktoś nie ma nic do ukrycia, nie powinien się buntować przeciwko nagrywaniu jego rozmów telefonicznych, na litość boską.",NF
"Pół tysiąca artylerii rakietowej Himars, czołgi Abrams, śmigłowce Apacz.",FNR
"Im więcej mieszkań, tym większe zahamowanie wzrostu cen.",FR
"Mówicie, że nie powinno się pracować do śmierci?",NF
"Jeżeli chcecie, żeby mieszkania były budowane dla milionów, a nie dla milionerów, głosujcie na lewicę.",NF
"Rząd zrobił z ministra Niedzielskiego super dyktatora gospodarczego, który jak postanowił to zamykał, a to gastronomię, turystykę, czy inne branże.",FNR
Wiek emerytalny jest jedną z kluczowych kwestii w polskim sporze politycznym.,NF
"A no właśnie, strefa czystego transportu, temat, który rozpala warszawiaków.",NF
Krótkoterminowy się pleni i wybija centra miast.,FNR
"Co się wtedy dzieje, prezydent wydaje warunki zabudowy, tak zwane WZki, takie postępowanie trwa czasami 7 lat.",FR
"Spółka powiedziała nikt nie chciał z nami współpracować, no więc stworzyła spółkę córkę do wycen, czyli tak naprawdę spółkę, która była podległa czy jest podległa spółce matce.",FR
"Tutaj trzeba wyremontować, włożyć jeszcze 10% wartości, żeby coś takiego zrobić.",FNR
"Jeśli Polacy będą chcieli, mogą dobrowolnie zostać dłużej na rynku pracy – rozwiązania zachęcające do tego powinny zostać wprowadzone.",NF
